Domestic existing building stock and tenure split,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,variable,All stock,Owned or share owned share,Social rented share,Private rented share,Fraction on gas,Fraction fuel poor,,,,,,
,scenario,All,All,All,All,All,All,,,,,,
,year,2020,2020,2020,2020,2020,2020,,,,,,
,sector,Domestic,Domestic,Domestic,Domestic,Domestic,Domestic,,,,,,
,,,,,,,,,,,,,
,LSOA Code,All stock,Owner occupied share,Social rented share,Private rented share,Fraction on gas,Fraction fuel poor,LAD20NM,CTYUA19CD,CTYUA19NM,LEP20CD,LEP20NM,Licence area
,E01030335,774,0.7457,0.1536,0.1007,0.9129,0.0650,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030336,822,0.6843,0.1925,0.1233,0.8807,0.0690,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030337,714,0.5321,0.3215,0.1464,0.7296,0.0580,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030338,657,0.8530,0.0178,0.1292,0.9367,0.0470,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030339,820,0.6574,0.0791,0.2635,0.6928,0.0470,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030340,677,0.7403,0.0855,0.1742,0.7503,0.0480,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030341,788,0.8270,0.0054,0.1676,0.6993,0.0460,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030342,721,0.8499,0.0163,0.1338,0.6502,0.0560,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030343,695,0.7912,0.0785,0.1303,0.8824,0.0570,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030344,538,0.8498,0.0114,0.1388,0.8410,0.0550,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030345,658,0.8142,0.1068,0.0789,0.8562,0.0580,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030346,578,0.7225,0.0096,0.2678,0.6364,0.0590,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030347,740,0.6769,0.0852,0.2379,0.8116,0.0470,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030348,734,0.7515,0.0105,0.2380,0.7557,0.0480,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030349,767,0.7468,0.0057,0.2475,0.6477,0.0520,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030350,751,0.7901,0.0437,0.1662,0.7699,0.0750,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030351,646,0.8170,0.0489,0.1341,0.9252,0.0560,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030352,594,0.7676,0.1119,0.1205,0.8287,0.0490,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030353,578,0.8291,0.0091,0.1618,0.8835,0.0530,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030354,674,0.4529,0.4196,0.1275,0.6384,0.0640,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030355,523,0.8621,0.0660,0.0718,0.9045,0.0530,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030356,516,0.8343,0.0769,0.0888,0.9059,0.0680,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030357,821,0.8080,0.0123,0.1797,0.7073,0.0460,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030358,733,0.8139,0.0146,0.1715,0.8623,0.0510,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030359,1263,0.5180,0.1660,0.3159,0.4752,0.0520,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030360,792,0.7130,0.0211,0.2659,0.8249,0.0550,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030361,853,0.8064,0.0912,0.1023,0.9128,0.0590,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030362,592,0.6091,0.2807,0.1102,0.7570,0.0790,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030363,841,0.6051,0.2433,0.1516,0.7711,0.0670,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030364,767,0.4592,0.3507,0.1901,0.6692,0.0430,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030365,627,0.8574,0.0199,0.1227,0.8053,0.0450,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030366,901,0.6356,0.0417,0.3227,0.7270,0.0470,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030367,647,0.8236,0.0113,0.1650,0.8446,0.0510,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030368,655,0.8814,0.0247,0.0939,0.8800,0.0490,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030369,793,0.8839,0.0219,0.0942,0.9498,0.0590,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030370,634,0.8666,0.0135,0.1199,0.7979,0.0630,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030371,760,0.5668,0.2124,0.2208,0.7587,0.0570,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030372,553,0.6538,0.1300,0.2161,0.7049,0.0580,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030373,708,0.7230,0.1355,0.1416,0.7624,0.0580,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030374,869,0.6278,0.0428,0.3294,0.6515,0.0420,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030375,952,0.6120,0.0666,0.3214,0.6205,0.0530,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030376,599,0.7220,0.0075,0.2705,0.7326,0.0560,Elmbridge,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030377,901,0.9534,0.0044,0.0422,0.9901,0.0750,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030378,696,0.8707,0.0180,0.1113,0.8536,0.0670,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030379,478,0.8167,0.0398,0.1434,0.8536,0.0630,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030380,528,0.9018,0.0039,0.0943,0.9463,0.0590,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030381,680,0.6842,0.1006,0.2152,0.5895,0.0580,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030382,605,0.7124,0.0389,0.2487,0.6651,0.0480,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030383,1133,0.5670,0.3101,0.1229,0.6267,0.0800,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030384,972,0.6796,0.1082,0.2122,0.8972,0.0820,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030385,727,0.4298,0.4503,0.1199,0.7873,0.0990,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030386,532,0.9437,0.0000,0.0563,0.9604,0.0530,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030387,609,0.8383,0.0233,0.1384,0.9222,0.0450,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030388,534,0.8788,0.0288,0.0923,0.8792,0.0610,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030389,688,0.6537,0.1507,0.1955,0.6621,0.0670,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030390,858,0.6893,0.1578,0.1529,0.7548,0.0620,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030391,892,0.7322,0.0591,0.2087,0.7094,0.0520,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030392,873,0.8298,0.0138,0.1564,0.7773,0.0580,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030393,841,0.8270,0.0560,0.1169,0.9079,0.0680,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030394,678,0.9371,0.0094,0.0535,0.9224,0.0780,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030395,756,0.9305,0.0052,0.0642,0.9088,0.0670,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030396,795,0.9288,0.0077,0.0635,0.8651,0.0550,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030398,614,0.9617,0.0144,0.0240,0.9633,0.0530,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030399,977,0.7486,0.1449,0.1065,0.8452,0.0550,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030400,591,0.4741,0.4624,0.0634,0.9406,0.0840,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030401,1014,0.8631,0.0246,0.1123,0.8399,0.0510,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030402,824,0.7339,0.1580,0.1081,0.5571,0.0410,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030403,651,0.8359,0.0423,0.1218,0.8244,0.0640,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030404,644,0.8946,0.0128,0.0927,0.9060,0.0700,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030405,736,0.8262,0.0631,0.1108,0.7138,0.0600,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030406,629,0.7684,0.0555,0.1762,0.9174,0.0740,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030407,536,0.9497,0.0019,0.0484,0.9381,0.0770,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030408,615,0.9782,0.0031,0.0187,1.0000,0.0740,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030409,562,0.6851,0.0305,0.2844,0.8479,0.1150,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030410,776,0.6115,0.0608,0.3277,0.8174,0.0770,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030411,1423,0.4578,0.1504,0.3918,0.4355,0.0770,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030412,1046,0.6087,0.0447,0.3465,0.5925,0.0510,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030413,721,0.7470,0.1144,0.1386,0.8258,0.0660,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030414,548,0.7958,0.1355,0.0687,0.9199,0.0770,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030415,623,0.8896,0.0198,0.0906,0.9731,0.0720,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030416,532,0.8952,0.0171,0.0876,0.9610,0.0780,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030417,534,0.8891,0.0019,0.1090,0.9181,0.0550,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030418,593,0.8905,0.0159,0.0936,0.8861,0.0500,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030419,814,0.7345,0.0438,0.2218,0.6889,0.0540,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030420,543,0.6933,0.1718,0.1350,0.7956,0.0740,Epsom and Ewell,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030434,756,0.6897,0.0095,0.3008,0.6308,0.0340,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030435,713,0.8377,0.0788,0.0835,0.8548,0.0550,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030436,1040,0.7749,0.0081,0.2169,0.7063,0.0350,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030437,990,0.8199,0.0231,0.1571,0.7463,0.0540,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030438,878,0.6603,0.0808,0.2589,0.5829,0.0650,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030439,681,0.8748,0.0110,0.1142,0.7725,0.0500,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030440,647,0.7391,0.1524,0.1086,0.6741,0.0830,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030441,552,0.8405,0.0623,0.0973,0.6929,0.0800,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030442,579,0.9695,0.0036,0.0269,0.8959,0.0610,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030443,553,0.9270,0.0037,0.0693,0.8798,0.0530,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030444,599,0.8760,0.0486,0.0754,0.8699,0.0640,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030445,646,0.7459,0.1188,0.1353,0.6776,0.0640,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030446,560,0.8839,0.0039,0.1122,0.7287,0.0760,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030447,556,0.8297,0.0989,0.0714,0.8284,0.0510,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030448,657,0.8322,0.0033,0.1645,0.8015,0.0790,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030449,759,0.5341,0.1721,0.2938,0.5462,0.0600,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030450,1169,0.5428,0.1078,0.3494,0.6979,0.0910,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030451,1014,0.4028,0.2211,0.3762,0.5142,0.0920,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030452,1218,0.5168,0.1235,0.3597,0.5468,0.1130,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030453,857,0.5078,0.0155,0.4767,0.5326,0.0690,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030454,729,0.7037,0.0905,0.2058,0.6851,0.0660,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030455,1088,0.4557,0.1208,0.4234,0.4652,0.0700,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030456,589,0.9004,0.0129,0.0867,0.8694,0.0620,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030457,867,0.3859,0.1359,0.4782,0.4915,0.1030,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030458,523,0.7347,0.0191,0.2462,0.4769,0.0800,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030459,610,0.6103,0.2165,0.1732,0.5981,0.0810,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030460,624,0.8499,0.0569,0.0932,0.8511,0.0600,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030461,688,0.8694,0.0215,0.1091,0.8371,0.0560,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030462,748,0.6394,0.1743,0.1863,0.6950,0.0420,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030463,637,0.8025,0.0350,0.1624,0.9242,0.0310,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030464,658,0.5271,0.3690,0.1039,0.6860,0.0810,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030466,702,0.8747,0.0468,0.0785,0.6214,0.0670,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030467,654,0.8989,0.0111,0.0900,0.9515,0.0620,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030468,409,0.3964,0.2254,0.3783,0.3908,0.1670,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030469,526,0.6476,0.2264,0.1260,0.9326,0.1180,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030470,498,0.6089,0.0875,0.3035,0.3696,0.1300,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030471,526,0.8382,0.0145,0.1473,0.6447,0.0920,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030473,683,0.7557,0.0565,0.1878,0.6722,0.0710,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030474,483,0.1188,0.1614,0.7197,0.9318,0.1180,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030475,533,0.9109,0.0238,0.0653,0.8374,0.0580,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030476,466,0.9474,0.0088,0.0439,0.9522,0.0450,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030477,731,0.6946,0.1960,0.1094,0.7349,0.0590,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030478,720,0.7362,0.1210,0.1429,0.5811,0.0640,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030479,776,0.6324,0.2648,0.1028,0.6072,0.0580,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030480,797,0.8522,0.0459,0.1019,0.7404,0.0480,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030481,651,0.5854,0.2927,0.1218,0.6788,0.0720,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030482,536,0.6218,0.2515,0.1267,0.8024,0.0740,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030483,631,0.3288,0.5588,0.1124,0.6406,0.0810,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030484,742,0.5329,0.3099,0.1572,0.7146,0.0770,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030485,804,0.6194,0.1282,0.2524,0.8326,0.0670,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030486,633,0.8543,0.0245,0.1211,0.9078,0.0640,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030487,672,0.7116,0.0188,0.2696,0.7640,0.0870,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030488,793,0.7218,0.1782,0.1000,0.8110,0.0630,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030489,918,0.7677,0.0919,0.1404,0.8735,0.0500,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030490,686,0.7553,0.0604,0.1843,0.4685,0.0900,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030491,858,0.6020,0.1673,0.2307,0.6346,0.1020,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030492,869,0.8618,0.0427,0.0955,0.4700,0.0930,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030493,531,0.4412,0.4137,0.1451,0.9220,0.0950,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030494,665,0.4716,0.3917,0.1367,0.7752,0.1000,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030495,698,0.6594,0.0793,0.2613,0.9167,0.1090,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030496,620,0.3333,0.5008,0.1658,0.6559,0.1050,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030497,622,0.2261,0.6221,0.1518,0.8354,0.1100,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030498,507,0.8490,0.0216,0.1294,0.9551,0.0860,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030499,660,0.9054,0.0248,0.0698,0.8740,0.0490,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030500,613,0.8050,0.0463,0.1488,0.8884,0.0690,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030501,674,0.8318,0.0794,0.0888,0.6928,0.0570,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030502,476,0.8120,0.0920,0.0960,0.7156,0.0630,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030503,597,0.4685,0.3934,0.1381,0.6564,0.0710,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030504,502,0.9268,0.0102,0.0630,0.9256,0.0510,Guildford,E10000030,Surrey,E37000046,Enterprise M3,SPN
,E01030505,636,0.7540,0.1683,0.0778,0.8711,0.0650,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030506,492,0.9588,0.0123,0.0288,1.0000,0.0630,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030507,504,0.8723,0.0100,0.1178,0.8663,0.0560,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030508,537,0.9025,0.0370,0.0604,0.8617,0.0510,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030509,530,0.6994,0.1445,0.1561,0.7380,0.0610,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030510,781,0.8778,0.0611,0.0611,0.9444,0.0500,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030511,586,0.9339,0.0220,0.0440,0.9153,0.0480,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030512,660,0.8117,0.0723,0.1160,0.8123,0.0580,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030513,530,0.7885,0.1558,0.0558,0.9614,0.0630,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030514,708,0.7746,0.1002,0.1252,0.8349,0.0540,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030515,814,0.7300,0.1703,0.0997,0.6315,0.0660,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030516,655,0.5404,0.3214,0.1382,0.5756,0.0520,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030517,720,0.8912,0.0126,0.0962,0.7843,0.0510,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030518,550,0.9596,0.0129,0.0276,0.8646,0.0550,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030519,665,0.7540,0.1881,0.0579,0.8925,0.0760,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030520,634,0.6718,0.2626,0.0656,0.8720,0.0800,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030521,672,0.7705,0.0673,0.1623,0.7468,0.0580,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030522,578,0.9370,0.0095,0.0534,0.8900,0.0530,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030523,542,0.8462,0.0675,0.0863,0.8603,0.0560,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030524,554,0.8026,0.0424,0.1550,0.4907,0.0850,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030525,645,0.8802,0.0467,0.0731,0.8310,0.0690,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030526,513,0.7555,0.1515,0.0931,0.8583,0.0550,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030527,658,0.7009,0.0891,0.2100,0.6304,0.0930,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030528,582,0.7856,0.0972,0.1173,0.5955,0.1000,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030529,698,0.7032,0.1813,0.1155,0.6671,0.0850,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030530,529,0.8189,0.0865,0.0946,0.6751,0.1120,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030531,937,0.7651,0.1032,0.1317,0.5998,0.0860,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030532,667,0.8028,0.0282,0.1690,0.8184,0.0730,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030533,614,0.8530,0.0638,0.0832,0.8889,0.0690,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030534,739,0.5700,0.1968,0.2332,0.6645,0.0480,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030535,860,0.6783,0.0786,0.2431,0.7143,0.0580,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030536,869,0.7112,0.1374,0.1514,0.7472,0.0480,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030537,744,0.7235,0.1826,0.0940,0.7545,0.0630,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030538,835,0.5650,0.1633,0.2717,0.7607,0.0870,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030539,710,0.7406,0.1354,0.1239,0.9096,0.0640,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030540,859,0.9558,0.0061,0.0381,0.9395,0.0540,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030541,533,0.9612,0.0039,0.0350,0.9438,0.0490,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030542,492,0.9381,0.0103,0.0515,0.9819,0.0670,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030543,644,0.8791,0.0298,0.0911,0.8906,0.0510,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030544,681,0.7854,0.0918,0.1229,0.6023,0.0840,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030545,689,0.7640,0.0849,0.1511,0.8833,0.0490,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030546,650,0.6318,0.2946,0.0736,0.8220,0.0620,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030547,717,0.3309,0.5860,0.0831,0.6718,0.0850,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030548,862,0.6051,0.1678,0.2271,0.8705,0.0630,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030549,884,0.6090,0.1211,0.2700,0.8546,0.0650,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030550,1039,0.4718,0.2797,0.2484,0.6002,0.0480,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030551,728,0.4547,0.4547,0.0906,0.7198,0.0810,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030552,777,0.6559,0.0250,0.3191,0.6866,0.0430,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
,E01030553,861,0.7341,0.1221,0.1438,0.7670,0.0550,Mole Valley,E10000030,Surrey,E37000044,Coast to Capital,SPN
