Electricity demand for heat (kWh),,,,,,,,,,,,,
"Notes: Data gives all electricity demand for space and hot water heating by LSOA, including new builds and district heating",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,variable,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,Electricity_demand_for_heat_kWh,,,,
,E01030338,572738.0948,747611.1611,698535.2623,550379.3336,740091.2533,2556278.555,901466.9559,2087013.379,Elmbridge,Surrey,Enterprise M3,SPN
,E01030339,2894829.767,2311993.3,2264394.733,2374235.43,2338778.743,3113891.573,1692707.491,2722922.225,Elmbridge,Surrey,Enterprise M3,SPN
,E01030340,1711257.839,1500768.728,1456124.978,1447830.775,1515521.292,2765923.807,1270123.599,2364940.23,Elmbridge,Surrey,Enterprise M3,SPN
,E01030341,1951721.55,1708226.584,1656119.602,1664323.572,1696099.049,2950257.073,1505469.37,2505628.078,Elmbridge,Surrey,Enterprise M3,SPN
,E01030342,2364220.209,2223266.327,2182124.128,2058442.933,2216966.164,5025749.103,1700459.95,3617829.995,Elmbridge,Surrey,Enterprise M3,SPN
,E01030343,613136.7423,915431.9511,870915.4014,599623.9499,933690.1594,4639860.459,1016976.912,3218220.05,Elmbridge,Surrey,Enterprise M3,SPN
,E01030344,831611.3119,1024965.815,989201.5872,769746.7198,1020391.436,4063397.55,953302.9051,2754670.306,Elmbridge,Surrey,Enterprise M3,SPN
,E01030345,532415.2362,832712.9852,789707.4141,521572.2535,826760.7259,4438993.189,892417.8505,2896411.148,Elmbridge,Surrey,Enterprise M3,SPN
,E01030346,1955658.29,1771751.382,1741525.825,1724637.066,1727333.514,2664167.254,1502185.479,2144919.892,Elmbridge,Surrey,Enterprise M3,SPN
,E01030347,1378581.303,1383660.951,1332423.414,1271898.127,1296756.228,3312225.249,1496289.618,2177574.198,Elmbridge,Surrey,Enterprise M3,SPN
,E01030348,1554805.948,1462361.709,1410584.594,1391837.087,1429562.439,2760192.943,1355564.976,2214305.7,Elmbridge,Surrey,Enterprise M3,SPN
,E01030349,2427938.063,2128655.601,2078660.762,2123841.442,2100417.259,3095940.079,1797473.301,2606594.099,Elmbridge,Surrey,Enterprise M3,SPN
,E01030350,1269200.86,1321838.463,1272839.151,1191789.032,1283371.083,2883751.897,1441380.155,2315438.789,Elmbridge,Surrey,Enterprise M3,SPN
,E01030351,613095.6331,777779.0954,732123.4568,619336.0036,734397.3689,2214763.615,1037410.354,1777910.7,Elmbridge,Surrey,Enterprise M3,SPN
,E01030352,873325.4223,924690.9054,878284.4997,863989.2928,878501.8007,2122146.154,1156263.285,1752862.009,Elmbridge,Surrey,Enterprise M3,SPN
,E01030353,969617.8659,1022004.975,983686.2816,902609.3457,972932.9367,2101728.316,912849.4671,1705868.541,Elmbridge,Surrey,Enterprise M3,SPN
,E01030354,1749686.478,1570297.618,1531526.728,1563829.01,1572108.033,2271202.784,1480864.629,2038788.432,Elmbridge,Surrey,Enterprise M3,SPN
,E01030355,460806.6569,623296.6048,585511.1701,451671.421,609294.2384,2309734.959,753492.4943,1774423.66,Elmbridge,Surrey,Enterprise M3,SPN
,E01030356,252394.6527,436030.1466,402888.9298,258174.3958,406983.9187,1868346.47,533121.9874,1396743.075,Elmbridge,Surrey,Enterprise M3,SPN
,E01030357,2232256.528,1992093.85,1935129.874,1957494.434,1951163.468,3088784.679,1753551.649,2625048.047,Elmbridge,Surrey,Enterprise M3,SPN
,E01030358,1484608.775,1381950.402,1333046.869,1282320.528,1335507.182,2554092.297,1334861.64,2065652.561,Elmbridge,Surrey,Enterprise M3,SPN
,E01030359,7863441.767,6122827.935,6035283.389,6474771.831,5995409.09,5262572.053,4117952.918,4579282.591,Elmbridge,Surrey,Enterprise M3,SPN
,E01030360,1063419.424,1110288.575,1055087.707,979241.6228,1101007.963,2724009.291,1236163.19,2312262.324,Elmbridge,Surrey,Enterprise M3,SPN
,E01030361,273276.9502,606004.5309,541051.4468,296346.0907,571660.9444,3023834.719,792241.1115,2290496.922,Elmbridge,Surrey,Enterprise M3,SPN
,E01030362,1409092.976,1264943.458,1223942.701,1241013.754,1243444.182,1981281.9,1205302.4,1677096.577,Elmbridge,Surrey,Enterprise M3,SPN
,E01030363,1204321.38,1282890.341,1228864.871,1136915.482,1227474.833,2829735.448,1415064.437,2237291.356,Elmbridge,Surrey,Enterprise M3,SPN
,E01030364,2674019.129,2031023.506,1976959.941,2103307.048,2031064.548,2190832.61,1410125.55,1973186.933,Elmbridge,Surrey,Enterprise M3,SPN
,E01030365,1061323.858,1001780.049,954692.4392,900884.8237,1000506.219,2133771.505,821930.0308,1831966.366,Elmbridge,Surrey,Enterprise M3,SPN
,E01030366,2247004.317,1860126.953,1800296.404,1861554.993,1840821.42,2843159.334,1532326.503,2463068.452,Elmbridge,Surrey,Enterprise M3,SPN
,E01030367,919908.0584,941734.6417,901472.2078,807824.7704,926307.6827,2360719.04,956263.6991,1929153.494,Elmbridge,Surrey,Enterprise M3,SPN
,E01030368,474673.5632,699103.6004,655136.9214,488281.4453,689735.6404,2535883.477,898413.4817,2024373.885,Elmbridge,Surrey,Enterprise M3,SPN
,E01030369,255492.6956,612831.8673,561348.5128,295399.098,596460.0706,3264342.74,885278.7022,2520043.709,Elmbridge,Surrey,Enterprise M3,SPN
,E01030370,1468456.927,1473611.972,1438488.933,1367057.085,1394685.809,2740595.126,1519428.329,2116042.627,Elmbridge,Surrey,Enterprise M3,SPN
,E01030371,1345949.03,1239721.893,1190790.059,1160707.803,1247729.313,2340881.884,1163225.076,2040513.634,Elmbridge,Surrey,Enterprise M3,SPN
,E01030372,1812400.313,1650819.252,1617675.008,1644233.608,1583180.438,2590765.917,1674545.599,2053942.064,Elmbridge,Surrey,Enterprise M3,SPN
,E01030373,1145895.304,1190810.255,1145756.411,1074797.825,1251102.947,2937310.798,1330276.476,2521393.469,Elmbridge,Surrey,Enterprise M3,SPN
,E01030374,4182248.36,3446327.844,3393563.69,3589021.22,3386974.534,3858482.825,2914846.592,3356797.825,Elmbridge,Surrey,Enterprise M3,SPN
,E01030375,4288259.027,3452501.981,3396898.446,3625695.849,3405036.327,3492701.042,2715682.351,3093170.789,Elmbridge,Surrey,Enterprise M3,SPN
,E01030376,1861859.171,1489778.132,1453502.956,1542189.874,1475499.134,2043096.688,1182890.005,1794274.713,Elmbridge,Surrey,Enterprise M3,SPN
,E01030377,131218.9437,562307.4361,501163.8483,209042.9881,521505.1829,3466956.449,969131.945,2630345.132,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030378,1386244.21,1268907.828,1222873.628,1170977.133,1233309.968,2619690.546,1130287.733,2105612.372,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030379,550964.4527,674684.1969,645067.209,500379.2484,699349.7358,2620557.319,697387.3254,2070203.388,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030380,228335.2556,490001.2005,449331.8931,268087.6465,519750.2752,2892875.246,697073.5413,2306493.698,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030381,2638732.925,2143715.571,2103972.276,2212027.187,2170839.774,2556577.596,1641097.964,2366015.926,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030382,1679133.541,1427896.468,1393824.637,1434209.852,1425087.927,2052440.152,1218901.931,1820819.581,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030383,5855280.683,4537972.538,4457044.699,5040861.254,4350522.675,4269117.674,3914719.354,3846872.857,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030384,7263023.655,5716278.915,5594482.991,5891883.093,5306936.086,4390907.246,3237812.297,3550535.162,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030385,982581.4119,1046447.664,991900.3612,907736.578,1038330.532,2716798.806,1155396.146,2104481.807,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030386,84441.82642,340367.0943,303133.3536,141764.3446,333668.1501,1948307.786,648712.5982,1577820.585,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030387,640125.9427,709189.6549,665613.178,573456.245,692238.9556,1973267.411,779017.4191,1621342.197,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030388,556028.5932,715800.7896,681589.5294,504588.5477,797051.2357,3174707.003,705976.0042,2741221.481,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030389,1318137.643,1243428.704,1198232.039,1154403.101,1297832.035,2826867.521,1160364.811,2508013.801,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030390,1972613.116,1755471.784,1694641.317,1680134.55,1756967.813,3195653.304,1550703.52,2697861.536,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030391,2043189.381,1818896.116,1760203.354,1764791.71,1826458.915,3073892.552,1621168.251,2669017.894,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030392,1711349.505,1647507.572,1588048.712,1532657.859,1615959.931,3368026.842,1605939.429,2768602.864,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030393,816972.5067,1279560.7,1223821.752,782011.0461,1557661.854,7384344.408,1212796.419,6679723.13,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030394,429895.2052,678429.1916,629230.1036,435089.0503,665671.0537,2983277.969,880650.9928,2264716.179,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030395,527408.3837,813581.0704,764965.2777,555834.861,763735.4673,2978641.483,1065075.246,2284751.012,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030396,742545.3581,996957.5138,945674.4579,757663.0992,974223.0064,3118375.424,1280841.601,2527578.972,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030398,74561.94597,396440.2015,352143.3935,139814.1727,401764.8389,2565976.13,708752.3955,2055215.636,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030399,1480346.157,1427037.016,1357798.623,1283429.628,1426037.951,3198808.111,1383183.635,2767120.736,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030400,247053.5826,436236.4917,390638.9063,277168.3142,437204.7789,1866939.045,764215.3371,1573456.495,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030401,1369946.709,1435343.127,1364885.15,1250928.541,1424970.437,3474423.648,1566480.478,2951111.227,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030402,3362082.291,2860524.353,2816030.665,2934329.884,2715700.009,3173039.058,2158812.367,2858730.275,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030403,1029191.379,1021320.218,978700.4387,899002.8262,1010085.061,2366671.004,1002159.433,1960944.467,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030404,481596.2065,662180.9715,619931.0281,473939.5671,639850.1236,2431337.679,895962.5808,1906639.991,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030405,1497794.077,1577847.911,1532919.036,1426782.998,1603177.327,4075975.71,1736304.88,3390254.599,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030406,642313.2029,829205.8295,789731.8895,626911.1637,788910.8712,2717403.485,994173.8928,2069208.611,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030407,219393.1766,435728.7484,401635.0091,244891.1471,419857.586,2068238.43,688465.667,1610127.002,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030408,112091.5808,438179.7909,396593.7113,176204.8813,412562.7481,2586641.049,739735.7145,1943434.815,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030409,443610.9337,575139.0951,536252.7522,414347.5098,551388.824,2014598.377,707636.9037,1569942.582,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030410,1042654.707,1097310.618,1043785.792,943986.0782,1101150.048,2782830.197,1163240.136,2290907.57,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030411,7664272.078,7025599.924,6981776.838,7352874.221,7251999.996,8256223.561,8381421.891,9266045.151,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030412,3622934.11,3276765.234,3238856.257,3561344.701,3433636.947,4411798.882,4220769.295,4856386.531,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030413,912027.2752,1029415.961,978607.2954,881718.2504,1013411.591,2517746.537,1214096.213,2115178.665,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030414,366142.0351,516435.024,476922.2562,347260.1642,499644.5937,1961978.719,637426.7678,1556966.189,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030415,203260.0161,465035.4787,420676.651,241880.0221,433961.7024,2284805.027,708033.4103,1750196.831,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030416,237493.2963,495304.4777,456507.9394,278394.5824,487200.4175,2489556.763,743351.4456,1893785.875,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030417,358497.2945,732304.2684,697472.0015,405347.0107,917062.8246,4514490.364,919010.474,3989869.514,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030418,479550.2138,716113.0368,675501.674,484724.9526,737141.8562,3078807.367,846209.7713,2449990.991,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030419,2120132.325,1860319.981,1807570.769,1813697.127,1850551.931,3332406.682,1559048.828,2772651.405,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030420,958125.5675,957233.8209,921839.3305,829613.4909,1001982.095,2856764.953,908348.2637,2352482.814,Epsom and Ewell,Surrey,Coast to Capital,SPN
,E01030434,3585990.89,2674722.343,2618805.406,2825832.493,2658294.023,2735709.21,1606640.259,2451870.474,Guildford,Surrey,Enterprise M3,SPN
,E01030435,776071.2119,876995.5984,826926.8447,707741.2319,876251.6789,2553622.776,964260.3404,2126853.676,Guildford,Surrey,Enterprise M3,SPN
,E01030436,3289131.809,2666142.576,2594300.4,2685271.281,2656289.095,3546416.89,1980339.323,3091362.493,Guildford,Surrey,Enterprise M3,SPN
,E01030437,1992750.397,1825143.187,1756095.786,1716211.102,1819437.635,3329591.72,1483668.608,2862838.588,Guildford,Surrey,Enterprise M3,SPN
,E01030438,3844654.3,3189645.333,3136558.203,3299857.415,3186431.287,4000424.171,2560904.832,3488202.931,Guildford,Surrey,Enterprise M3,SPN
,E01030439,1492149.743,1334418.637,1290521.388,1300775.554,1317507.3,2437551.059,1292142.106,2081605.878,Guildford,Surrey,Enterprise M3,SPN
,E01030440,1475726.981,1519731.732,1477045.379,1445748.956,1507192.481,2981094.85,1642387.04,2560731.503,Guildford,Surrey,Enterprise M3,SPN
,E01030441,1469421.62,1426439.216,1392192.114,1359490.305,1406025.01,2657189.672,1368693.966,2213883.172,Guildford,Surrey,Enterprise M3,SPN
,E01030442,625438.8605,808816.5436,766108.6316,607681.7688,834991.7019,2870752.473,902995.5447,2502291.895,Guildford,Surrey,Enterprise M3,SPN
,E01030443,533987.0336,653229.0507,612203.9211,520481.4677,635469.7332,2024949.237,804611.8123,1661555.832,Guildford,Surrey,Enterprise M3,SPN
,E01030444,583022.2646,706173.1228,663492.5213,530001.6954,697550.4134,2186491.884,738677.1788,1775363.335,Guildford,Surrey,Enterprise M3,SPN
,E01030445,1767216.176,1702208.001,1659049.671,1638846.644,1693034.999,2842187.468,1687264.184,2483672.311,Guildford,Surrey,Enterprise M3,SPN
,E01030446,1088751.545,1085009.111,1044978.943,1047492.387,1049518.911,2133460.352,1194271.859,1795171.919,Guildford,Surrey,Enterprise M3,SPN
,E01030447,563312.9236,669171.1069,630962.384,524332.0939,657533.2128,2064241.359,719903.1362,1590534.127,Guildford,Surrey,Enterprise M3,SPN
,E01030448,862805.6516,942906.324,903193.0759,790055.7662,938561.1649,2598519.734,1012749.381,2103948.821,Guildford,Surrey,Enterprise M3,SPN
,E01030449,3386359.751,2729549.378,2681782.967,2825482.455,2744715.97,3702938.309,1970590.444,3028126.533,Guildford,Surrey,Enterprise M3,SPN
,E01030450,4102474.967,3666510.69,3589140.351,3595271.117,3616541.192,5518338.027,3123853.045,4721288.244,Guildford,Surrey,Enterprise M3,SPN
,E01030451,3273541.634,3156884.217,3128167.334,3371469.424,3311829.816,4475374.027,4342654.8,4814406.483,Guildford,Surrey,Enterprise M3,SPN
,E01030452,1848247.364,3442929.814,3418380.708,3348411.373,3388378.965,5286158.365,4628931.774,5139657.485,Guildford,Surrey,Enterprise M3,SPN
,E01030453,1811068.446,1978931.147,1953857.216,2174254.398,2123131.645,3105037.853,3093575.964,3424509.304,Guildford,Surrey,Enterprise M3,SPN
,E01030454,1917593.725,1718837.379,1670259.48,1669511.891,1717263.045,2859614.96,1468692.742,2447996.734,Guildford,Surrey,Enterprise M3,SPN
,E01030455,6263205.108,5673976.123,5638143.349,5798533.411,5622357.119,6345392.011,6237975.998,6789130.072,Guildford,Surrey,Enterprise M3,SPN
,E01030456,804037.5256,900210.036,858310.6321,755024.6881,882412.2433,2430611.901,983155.9334,1986693.108,Guildford,Surrey,Enterprise M3,SPN
,E01030457,5173815.339,4187396.583,4162745.564,4504877.666,4004436.13,4085141.914,4461533.637,4535628.232,Guildford,Surrey,Enterprise M3,SPN
,E01030458,2231933.242,2226690.969,2200959.554,2223135.365,2193097.458,2854586.986,2340841.005,2611601.937,Guildford,Surrey,Enterprise M3,SPN
,E01030459,2245136.861,1968090.903,1933208.473,1982061.538,1946791.965,2718412.893,1657930.365,2307928.914,Guildford,Surrey,Enterprise M3,SPN
,E01030460,621780.5324,730025.6697,687856.6178,570072.6787,724655.0558,2173254.06,797270.9032,1759692.592,Guildford,Surrey,Enterprise M3,SPN
,E01030461,971495.5067,1046494.806,999929.6988,916238.3476,1013271.324,2530948.97,1173121.598,2052425.966,Guildford,Surrey,Enterprise M3,SPN
,E01030462,1552440.385,1458196.963,1408992.552,1416387.593,1434006.598,2315178.181,1457152.296,2015568.605,Guildford,Surrey,Enterprise M3,SPN
,E01030463,703419.2669,810415.8229,765824.2375,657045.9478,790595.3794,2311409.576,944516.0966,1822799.753,Guildford,Surrey,Enterprise M3,SPN
,E01030464,1913137.624,1624315.891,1581749.341,1617043.791,1629418.389,2493636.904,1290490.6,2153150.05,Guildford,Surrey,Enterprise M3,SPN
,E01030466,1882632.052,1859606.445,1816305.8,1758366.162,1845827.823,3185461.718,1706086.619,2741960.041,Guildford,Surrey,Enterprise M3,SPN
,E01030467,423599.9181,559592.4533,513202.249,370451.5507,545895.3217,2174504.479,678624.9943,1762375.678,Guildford,Surrey,Enterprise M3,SPN
,E01030468,1826678.187,1490584.21,1459100.996,1570121.304,1513091.21,1795177.636,1242218.261,1601426.833,Guildford,Surrey,Enterprise M3,SPN
,E01030469,268265.5831,457929.097,420057.2008,278366.4035,441655.2071,1998291.347,628544.9466,1573462.869,Guildford,Surrey,Enterprise M3,SPN
,E01030470,5611919.643,5050247.969,5020607.143,5153460.851,5003057.004,7618785.809,4694982.069,6094539.37,Guildford,Surrey,Enterprise M3,SPN
,E01030471,1665651.001,1603330.018,1564326.14,1588161.78,1579009.354,2591244.633,1623581.725,2278315.529,Guildford,Surrey,Enterprise M3,SPN
,E01030473,1829699.617,1769428.495,1726213.706,1711610.188,1737417.011,3201562.634,1741864.253,2661658.164,Guildford,Surrey,Enterprise M3,SPN
,E01030474,348423.5774,483736.357,446469.9339,340015.6181,492441.5898,1952271.369,653435.1827,1545878.797,Guildford,Surrey,Enterprise M3,SPN
,E01030475,1438639.925,1373321.946,1334705.384,1343572.278,1271165.322,2516312.944,1344181.125,2079800.025,Guildford,Surrey,Enterprise M3,SPN
,E01030476,180577.5455,351681.6111,315881.1524,189109.324,355751.9414,1807618.329,480034.3623,1455136.596,Guildford,Surrey,Enterprise M3,SPN
,E01030477,3499829.239,3044427.581,2997704.712,3123598.605,2831691.309,3058302.668,2041859.844,2589502.635,Guildford,Surrey,Enterprise M3,SPN
,E01030478,4116480.277,3733233.175,3692972.834,3907703.652,3554270.442,4073675.495,3842037.538,3381255.277,Guildford,Surrey,Enterprise M3,SPN
,E01030479,2692149.56,2266264.006,2213524.74,2273818.061,2263447.776,2945878.832,1686787.178,2583559.739,Guildford,Surrey,Enterprise M3,SPN
,E01030480,1714332.889,1642283.083,1589801.218,1571498.003,1616158.117,3095740.747,1652316.504,2628890.415,Guildford,Surrey,Enterprise M3,SPN
,E01030481,1674758.854,1519371.824,1477045.904,1491639.719,1513086.516,2390187.586,1396132.768,2109815.371,Guildford,Surrey,Enterprise M3,SPN
,E01030482,831485.6,845603.6623,807459.4491,756830.396,834058.4795,1894411.275,889003.2808,1582312.145,Guildford,Surrey,Enterprise M3,SPN
,E01030483,1915492.791,1682577.481,1644566.084,1678520.682,1695335.171,2484872.473,1522525.764,2201713.092,Guildford,Surrey,Enterprise M3,SPN
,E01030484,2270361.507,1990610.534,1938525.702,1966953.993,1982648.241,2925485.395,1741008.836,2468351.678,Guildford,Surrey,Enterprise M3,SPN
,E01030485,1275163.471,1201586.199,1147377.868,1102693.22,1186115.919,2633388.745,1183297.701,2171486.3,Guildford,Surrey,Enterprise M3,SPN
,E01030486,373034.6615,546631.4816,500433.8299,359738.6922,536058.7903,2139730.679,693329.5751,1729331.991,Guildford,Surrey,Enterprise M3,SPN
,E01030487,1610871.073,1450614.619,1401304.619,1360933.931,1454435.715,2657273.764,1206653.248,2222313.25,Guildford,Surrey,Enterprise M3,SPN
,E01030488,989395.9852,1057564.08,996491.0292,886148.513,1057083.828,2542717.888,1020733.2,2162460.785,Guildford,Surrey,Enterprise M3,SPN
,E01030489,757071.8816,984885.4256,919665.7601,721605.8918,1006706.075,3554862.627,1127595.742,2998346.362,Guildford,Surrey,Enterprise M3,SPN
,E01030490,2710065.013,2619141.333,2588359.144,2630054.424,2578992.173,3418427.882,2661982.086,3079282.496,Guildford,Surrey,Enterprise M3,SPN
,E01030491,2878050.398,2772306.611,2716523.726,2641431.955,2851847.699,5505599.399,2521074.943,4904642.556,Guildford,Surrey,Enterprise M3,SPN
,E01030492,3312988.407,3328734.991,3284216.523,3322445.813,3282055.222,4628200.247,3582567.319,4240055.766,Guildford,Surrey,Enterprise M3,SPN
,E01030493,662640.6504,771649.8123,731389.6404,643984.2515,744815.7669,2185243.124,954911.3985,1709946.971,Guildford,Surrey,Enterprise M3,SPN
,E01030494,800757.5174,1036774.907,1011386.39,1111377.489,1145855.764,2414042.954,2100312.79,2574579.397,Guildford,Surrey,Enterprise M3,SPN
,E01030495,552386.2855,755732.123,701610.0477,551815.8503,722506.3529,2610829.982,955714.3935,2048838.19,Guildford,Surrey,Enterprise M3,SPN
,E01030496,2054983.143,1770977.066,1730903.082,1786592.58,1770198.612,2375298.112,1549970.491,2122742.031,Guildford,Surrey,Enterprise M3,SPN
,E01030497,675816.2278,743524.7342,698708.593,612710.6336,734199.4746,1995556.615,788574.4997,1641588.383,Guildford,Surrey,Enterprise M3,SPN
,E01030498,150943.4937,371055.6716,332643.4177,191156.364,350984.6335,1874049.808,574046.2824,1468921.39,Guildford,Surrey,Enterprise M3,SPN
,E01030499,553565.2274,721139.2067,673921.4584,536717.0242,708382.5401,2281230.81,813360.6962,1861311.517,Guildford,Surrey,Enterprise M3,SPN
,E01030500,366744.7372,561764.7706,517116.6101,386819.6044,544974.9877,2085980.825,778160.7808,1692406.077,Guildford,Surrey,Enterprise M3,SPN
,E01030501,1640434.327,1607213.622,1564942.688,1549953.718,1575024.031,2675323.961,1593192.635,2325491.5,Guildford,Surrey,Enterprise M3,SPN
,E01030502,1071495.014,1024039.096,993782.5917,963215.0323,1032781.163,2028468.581,933093.4733,1793967.538,Guildford,Surrey,Enterprise M3,SPN
,E01030503,1631941.547,1416813.217,1375953.66,1399216.173,1434527.107,2185961.314,1213521.83,1929980.245,Guildford,Surrey,Enterprise M3,SPN
,E01030504,290738.932,458729.0751,421408.6294,289867.4059,445138.3049,1803469.486,573061.0618,1421260.951,Guildford,Surrey,Enterprise M3,SPN
,E01030505,695316.1647,756641.1788,712316.0655,596216.3181,754279.3098,2364005.981,790155.8323,1900856.712,Mole Valley,Surrey,Coast to Capital,SPN
,E01030506,36100.31341,292119.2332,257862.8281,82055.10432,278115.4306,1960750.147,496331.9089,1502972.294,Mole Valley,Surrey,Coast to Capital,SPN
,E01030507,726104.8255,760204.7991,726387.4407,654475.5887,749098.4569,1967259.52,816821.0701,1588001.699,Mole Valley,Surrey,Coast to Capital,SPN
,E01030508,491700.6849,638959.2298,604675.6445,473182.2078,642713.4041,2239448.983,792671.3005,1834275.996,Mole Valley,Surrey,Coast to Capital,SPN
,E01030509,1189463.218,1137699.399,1102050.428,1078011.899,1115399.998,2097032.026,1119158.89,1732803.18,Mole Valley,Surrey,Coast to Capital,SPN
,E01030510,323673.3514,659731.7375,603628.5637,344349.4603,707849.4952,3740123.562,882479.8725,3051700.395,Mole Valley,Surrey,Coast to Capital,SPN
,E01030511,411697.7111,613280.8145,574309.4473,418198.3777,605112.7449,2366125.28,852824.6221,1893384.672,Mole Valley,Surrey,Coast to Capital,SPN
,E01030512,848164.4619,898962.2065,850636.0156,773020.3615,899199.6477,2488146.658,945542.8597,2058167.651,Mole Valley,Surrey,Coast to Capital,SPN
,E01030513,113798.138,342914.288,303531.4227,147848.2243,336445.5281,1995275.856,592724.4029,1587636.495,Mole Valley,Surrey,Coast to Capital,SPN
,E01030514,1406850.013,1325187.644,1279560.668,1225801.304,1280336.153,2595519.338,1276796.773,2115058.649,Mole Valley,Surrey,Coast to Capital,SPN
,E01030515,2256128.597,2177266.498,2125664.609,2087121.953,2217350.496,4159587.223,2086472.574,3709821.459,Mole Valley,Surrey,Coast to Capital,SPN
,E01030516,2568545.555,2001452.814,1957704.899,2074854.456,2012978.283,2236077.205,1366324.912,2046271.281,Mole Valley,Surrey,Coast to Capital,SPN
,E01030517,1656408.427,1602514.045,1553485.787,1526119.375,1562145.066,2850003.989,1713659.462,2407593.273,Mole Valley,Surrey,Coast to Capital,SPN
,E01030518,492148.3249,638080.4237,600554.3405,479128.2812,640874.03,2085984.006,767351.0837,1744615.748,Mole Valley,Surrey,Coast to Capital,SPN
,E01030519,657819.9105,775519.8109,727437.1439,610548.5653,757473.1384,2363309.995,924680.4686,1950363.746,Mole Valley,Surrey,Coast to Capital,SPN
,E01030520,572458.1046,697550.1267,651830.0144,535144.6205,688477.6616,2207216.821,843864.5651,1803447.653,Mole Valley,Surrey,Coast to Capital,SPN
,E01030521,1470579.573,1438135.355,1395581.031,1354423.693,1410515.148,2596863.722,1477054.251,2217484.599,Mole Valley,Surrey,Coast to Capital,SPN
,E01030522,397835.3186,580804.9932,539118.82,401697.8295,571068.0662,2044056.139,739053.3453,1700653.093,Mole Valley,Surrey,Coast to Capital,SPN
,E01030523,629418.5897,719224.5561,682105.9622,602406.2912,701900.1462,1956710.961,887756.8843,1611848.508,Mole Valley,Surrey,Coast to Capital,SPN
,E01030524,2550939.045,2393903.581,2361000.275,2439849.545,2336891.363,2989305.286,2451567.027,2661847.055,Mole Valley,Surrey,Coast to Capital,SPN
,E01030525,951336.1663,1043860.418,998825.4057,898017.5499,1017443.254,2515232.554,1173977.399,2075978.178,Mole Valley,Surrey,Coast to Capital,SPN
,E01030526,494604.0291,593067.2627,555028.5462,475594.7289,580949.4145,1750688.348,748734.8692,1426220.283,Mole Valley,Surrey,Coast to Capital,SPN
,E01030527,2306839.852,2176836.683,2137519.492,2151356.23,2144724.92,3074118.889,2126468.167,2731254.412,Mole Valley,Surrey,Coast to Capital,SPN
,E01030528,1736168.927,1784340.159,1749693.893,1685258.405,1819615.002,3501064.081,1806083.658,3174976.841,Mole Valley,Surrey,Coast to Capital,SPN
,E01030529,1812318.383,1719079.277,1674122.86,1666441.534,1700733.41,2792562.931,1691205.069,2468465.992,Mole Valley,Surrey,Coast to Capital,SPN
